memberid,status,signupdate,milesflown,customerid
43586276,Silver,2020-02-28,3872,13030
43586277,None,2023-08-06,2024,16469
43586278,None,2022-11-20,7151,29824
43586279,None,2022-01-27,8250,33823
43586280,None,2020-10-27,462,18108
43586281,None,2023-10-20,4066,28793
43586282,Silver,2023-10-20,4248,19623
43586283,Silver,2022-11-19,5019,23840
43586284,Gold,2022-03-03,4527,41135
43586285,Silver,2020-02-23,1263,13333
43586286,None,2021-08-08,6951,4657
43586287,Silver,2024-01-12,1003,27013
43586288,None,2021-12-05,8740,21728
43586289,Silver,2021-03-02,4195,8275
43586290,Silver,2020-01-29,7403,39463
43586291,Gold,2023-10-30,6797,15473
43586292,Gold,2020-05-26,7592,44886
43586293,Silver,2023-07-07,6974,3151
43586294,Gold,2023-09-17,4880,20530
43586295,Gold,2022-06-12,678,35119
43586296,Gold,2022-11-16,8938,26856
43586297,Gold,2021-09-21,4016,34986
43586298,None,2020-10-17,3854,49166
43586299,Silver,2021-11-24,8155,38443
43586300,Silver,2021-05-14,5961,17783
43586301,Gold,2021-07-17,8426,17471
43586302,None,2022-07-15,9697,47571
43586303,Gold,2020-11-17,9581,4727
43586304,Silver,2021-07-17,1935,37344
43586305,Silver,2020-10-23,8432,30653
43586306,Silver,2021-04-20,1176,9293
43586307,None,2022-12-03,348,29005
43586308,Gold,2023-09-21,929,11311
43586309,Silver,2022-02-11,3169,31035
43586310,Silver,2021-07-12,5584,31470
43586311,Silver,2023-04-20,9449,41316
43586312,None,2020-06-12,5106,18183
43586313,None,2020-08-19,2941,37523
43586314,Gold,2024-01-21,1227,36917
43586315,Gold,2023-12-25,1774,3772
43586316,Gold,2021-09-18,7541,2425
43586317,None,2022-12-15,5530,45846
43586318,None,2022-04-14,2370,20181
43586319,Silver,2020-07-29,4152,10535
43586320,None,2022-06-07,7725,40185
43586321,Gold,2020-11-04,2506,48885
43586322,Silver,2022-09-13,5329,33293
43586323,Silver,2020-12-14,2750,12115
43586324,Silver,2024-01-27,5694,13574
43586325,Gold,2022-09-04,3803,23443
43586326,Silver,2021-07-17,9174,23661
43586327,None,2021-08-15,6108,40344
43586328,None,2023-03-11,8550,7967
43586329,Gold,2020-06-12,4685,18253
43586330,Gold,2021-07-02,3340,27774
43586331,Silver,2020-01-29,5926,38241
43586332,Gold,2024-02-07,7002,8244
43586333,Gold,2023-03-12,5736,44048
43586334,None,2023-05-13,3911,48699
43586335,None,2022-11-28,6480,36354
43586336,None,2021-09-12,8267,2580
43586337,Gold,2020-03-11,2799,12142
43586338,Gold,2020-07-13,6070,28632
43586339,None,2023-03-08,5228,21840
43586340,Silver,2023-10-08,4781,49482
43586341,Silver,2021-08-19,6700,19310
43586342,Gold,2021-06-10,7052,18696
43586343,None,2022-11-08,1476,7059
43586344,Silver,2021-10-07,2166,27155
43586345,None,2021-03-14,7743,48384
43586346,None,2021-08-29,5171,20872
43586347,Gold,2022-11-22,6389,12260
43586348,Silver,2020-03-17,4535,14898
43586349,Silver,2022-04-27,1619,38377
43586350,Silver,2020-10-29,9548,24607
43586351,None,2020-11-07,6487,23917
43586352,Gold,2020-07-05,9879,37736
43586353,Gold,2023-11-25,9444,40875
43586354,Silver,2021-09-15,698,37947
43586355,None,2022-12-26,8531,28247
43586356,Gold,2024-01-01,8845,22276
43586357,None,2020-06-15,2594,14641
43586358,Gold,2020-07-30,3471,18858
43586359,None,2020-04-23,1790,42401
43586360,Silver,2024-05-03,9484,23210
43586361,None,2022-06-05,1566,21645
43586362,Silver,2023-06-07,4360,38533
43586363,Gold,2021-04-09,7471,27134
43586364,None,2024-01-18,2100,11254
43586365,Gold,2020-12-16,7461,20928
43586366,Gold,2023-06-17,5819,34917
43586367,Silver,2020-10-01,1023,10559
43586368,Gold,2024-02-07,6518,28135
43586369,Gold,2020-07-31,8487,15027
43586370,Silver,2020-10-05,1547,32080
43586371,None,2023-12-11,7185,13591
43586372,None,2024-05-03,7893,29095
43586373,None,2022-01-29,7154,47462
43586374,None,2024-02-21,3297,46775
43586375,None,2021-03-09,5711,11101
43586376,Gold,2020-09-10,9324,44543
43586377,Silver,2022-02-22,9357,23318
43586378,None,2023-10-01,3987,13514
43586379,Silver,2020-09-15,2265,4539
43586380,Gold,2023-08-11,5486,15866
43586381,Silver,2022-03-21,3324,15345
43586382,Gold,2022-06-29,4591,32120
43586383,None,2021-01-17,145,44128
43586384,None,2021-05-14,2248,865
43586385,Silver,2022-12-26,7256,42380
43586386,Gold,2021-03-28,8070,27717
43586387,None,2024-03-22,7615,41112
43586388,Gold,2020-10-29,4624,28799
43586389,None,2024-01-21,2569,40625
43586390,Gold,2022-12-09,4905,20399
43586391,Gold,2020-09-04,8595,45863
43586392,Gold,2022-08-14,7858,35482
43586393,None,2023-06-30,0,29166
43586394,Gold,2021-05-16,4567,34039
43586395,Gold,2021-06-20,7010,28069
43586396,Silver,2022-01-22,6849,24124
43586397,Silver,2023-08-17,22,3630
43586398,Silver,2023-05-04,5732,17618
43586399,Silver,2022-11-03,6926,37567
43586400,None,2021-02-17,454,40176
43586401,None,2023-08-23,5680,39287
43586402,None,2022-11-28,7761,37033
43586403,None,2021-02-11,6548,41974
43586404,Silver,2024-05-06,3257,37159
43586405,Silver,2021-11-28,2281,25395
43586406,None,2020-02-07,2771,39404
43586407,Silver,2021-08-19,13,37577
43586408,Silver,2020-06-22,965,38380
43586409,Silver,2020-12-02,983,2685
43586410,Silver,2023-09-05,4182,3500
43586411,None,2021-10-02,3866,37682
43586412,None,2021-06-06,561,18456
43586413,Gold,2023-04-06,9036,41763
43586414,Silver,2020-01-31,3276,13192
43586415,None,2023-07-15,3792,13172
43586416,None,2023-01-05,9023,47541
43586417,Silver,2022-11-07,6953,27151
43586418,None,2020-01-23,570,24595
43586419,Gold,2020-12-01,1416,45035
43586420,Silver,2022-09-11,7201,30150
43586421,Silver,2022-06-28,3798,17518
43586422,None,2021-08-18,4792,19065
43586423,Silver,2021-02-21,3128,28554
43586424,Gold,2022-04-25,8765,35708
43586425,Gold,2024-01-05,270,44935
43586426,None,2023-07-04,1722,33007
43586427,Silver,2023-05-02,7856,38271
43586428,Silver,2023-06-04,1893,9915
43586429,None,2024-01-15,4636,42755
43586430,Silver,2023-02-26,4518,41644
43586431,None,2021-08-01,7077,540
43586432,None,2023-07-25,6224,43834
43586433,Silver,2021-09-15,6975,27001
43586434,None,2020-01-05,7439,34718
43586435,None,2023-07-02,2571,42857
43586436,None,2022-12-04,8213,16474
43586437,Gold,2020-09-27,5437,22951
43586438,None,2020-07-08,8988,19638
43586439,Silver,2020-01-10,265,1329
43586440,Silver,2022-01-31,5119,45239
43586441,None,2021-12-15,4762,31297
43586442,Silver,2022-05-24,3306,25769
43586443,None,2020-12-16,397,21723
43586444,None,2021-01-26,3962,42286
43586445,None,2022-04-12,4982,19689
43586446,Silver,2022-04-12,1326,34781
43586447,Silver,2020-02-09,8411,49703
43586448,Gold,2023-06-07,4192,11236
43586449,None,2021-08-26,5221,8761
43586450,None,2022-08-16,953,42962
43586451,None,2022-01-01,1247,49203
43586452,Silver,2023-08-24,5046,38935
43586453,Silver,2020-10-03,5799,3367
43586454,Silver,2020-09-18,2400,18802
43586455,Gold,2021-08-13,2962,9233
43586456,Gold,2020-01-04,1706,49866
43586457,Silver,2023-01-03,6371,21870
43586458,None,2023-08-01,6241,15881
43586459,None,2021-03-01,7771,34331
43586460,Silver,2022-10-15,1572,14894
43586461,Silver,2020-04-06,3146,8289
43586462,Gold,2020-02-03,6737,12114
43586463,None,2020-08-13,8891,48862
43586464,Gold,2024-02-03,8689,29973
43586465,Gold,2023-03-22,7142,22977
43586466,Silver,2020-02-29,8531,18524
43586467,Gold,2020-04-07,8433,16044
43586468,None,2023-10-17,188,11256
43586469,Gold,2021-03-18,3665,32501
43586470,None,2021-06-02,2099,13280
43586471,Silver,2021-10-21,5115,1038
43586472,Gold,2020-01-03,9691,47118
43586473,Silver,2021-05-03,6539,21635
43586474,Gold,2023-02-05,3408,8643
43586475,Gold,2023-01-18,663,14501
43586476,Gold,2021-07-14,3737,6974
43586477,Silver,2021-08-16,9961,48876
43586478,Gold,2020-05-27,8213,9588
43586479,None,2023-05-02,6215,43192
43586480,None,2022-03-31,3951,42106
43586481,None,2021-05-05,4525,2811
43586482,Silver,2023-03-25,8834,42062
43586483,Silver,2022-07-11,2724,17490
43586484,Gold,2023-08-08,2440,40217
43586485,Gold,2022-09-23,3502,2575
43586486,Silver,2023-12-13,5154,2266
43586487,None,2023-12-14,505,11771
43586488,Gold,2021-09-26,8645,48831
43586489,None,2022-05-18,4508,33396
43586490,Gold,2023-04-04,6990,18881
43586491,None,2024-03-07,6384,32538
43586492,None,2021-01-02,8559,23215
43586493,None,2024-03-13,8291,19851
43586494,Gold,2022-02-22,9293,6506
43586495,None,2021-07-09,1414,32952
43586496,Silver,2022-03-31,827,26941
43586497,Gold,2020-03-04,340,14623
43586498,Silver,2022-10-06,8762,3315
43586499,Gold,2021-07-28,9891,32430
43586500,Silver,2024-04-10,8704,47188
43586501,None,2021-02-12,4448,31029
43586502,Silver,2021-08-22,2518,39062
43586503,Silver,2022-07-02,6473,776
43586504,Gold,2021-03-30,5776,22395
43586505,None,2022-05-30,9994,36429
43586506,Silver,2020-07-15,7625,21395
43586507,Silver,2022-04-26,2122,4876
43586508,Gold,2023-11-20,4098,2927
43586509,Gold,2020-05-23,8553,11884
43586510,Silver,2020-05-10,5977,20960
43586511,None,2023-05-29,3241,46169
43586512,Silver,2021-06-09,6161,23960
43586513,None,2022-09-26,7319,18454
43586514,Silver,2021-06-09,5540,17953
43586515,None,2022-07-21,6332,15255
43586516,None,2022-12-06,5178,33743
43586517,Silver,2021-07-05,4331,31248
43586518,Silver,2021-06-25,1137,8910
43586519,Gold,2021-10-08,4777,6760
43586520,Gold,2021-08-06,2797,44441
43586521,Gold,2021-07-30,2707,34649
43586522,Silver,2023-03-04,8492,3444
43586523,Gold,2020-09-20,9576,928
43586524,None,2024-01-23,1382,23555
43586525,Gold,2023-12-31,6478,44903
43586526,Gold,2022-05-20,9643,14751
43586527,None,2023-03-06,7881,3566
43586528,None,2020-01-06,72,15353
43586529,Gold,2024-05-15,2643,7454
43586530,Gold,2021-05-11,680,34380
43586531,Silver,2021-08-22,4312,17397
43586532,None,2023-09-18,8983,30063
43586533,Silver,2021-03-29,4066,7638
43586534,Silver,2021-05-06,1383,2845
43586535,Silver,2020-01-03,1942,24150
43586536,Silver,2022-04-29,3841,13143
43586537,Silver,2022-10-07,2210,43252
43586538,Silver,2022-05-17,6285,9732
43586539,Gold,2023-02-14,9117,2437
43586540,Silver,2021-05-17,5733,18430
43586541,None,2023-11-08,6764,13133
43586542,None,2022-04-28,1403,36742
43586543,Gold,2022-01-11,7081,38162
43586544,Gold,2020-05-21,7848,12001
43586545,Gold,2020-11-13,3417,44280
43586546,Silver,2021-08-05,2531,31522
43586547,Silver,2020-01-23,7399,3695
43586548,Silver,2023-03-25,5340,8067
43586549,None,2024-04-06,8377,24169
43586550,None,2023-05-04,2901,46744
43586551,None,2021-11-15,4078,48675
43586552,None,2022-09-01,1353,3345
43586553,Silver,2023-07-20,9598,26015
43586554,Silver,2021-12-23,1900,9366
43586555,Silver,2022-09-24,2619,38172
43586556,Gold,2024-02-18,397,19220
43586557,Silver,2020-05-11,7973,19991
43586558,Gold,2022-02-03,1878,28806
43586559,Silver,2022-01-06,8785,11047
43586560,Gold,2022-07-19,8702,9143
43586561,Silver,2021-10-03,9339,27583
43586562,Silver,2021-02-22,9947,7913
43586563,None,2020-06-15,3631,203
43586564,None,2023-06-03,7799,36844
43586565,None,2022-03-31,5845,36111
43586566,None,2021-03-13,7417,42605
43586567,Silver,2021-11-10,2336,25630
43586568,None,2020-09-29,7900,15170
43586569,Silver,2023-06-13,3831,34343
43586570,Gold,2021-11-08,7165,1283
43586571,Silver,2023-05-16,9005,47375
43586572,Gold,2020-11-24,2154,29535
43586573,Silver,2024-01-16,3586,5220
43586574,Gold,2020-08-25,9668,23817
43586575,Gold,2023-04-26,1973,9151
43586576,Gold,2022-04-17,7946,22882
43586577,Silver,2023-08-31,934,22865
43586578,Silver,2024-04-30,3281,20939
43586579,Gold,2023-08-03,6362,49263
43586580,None,2020-08-30,7573,47872
43586581,Silver,2021-02-17,3101,31159
43586582,Gold,2023-02-02,3057,30042
43586583,Gold,2022-10-10,3924,38643
43586584,Silver,2022-03-21,8823,32470
43586585,Gold,2021-11-26,7045,18006
43586586,Silver,2021-11-27,4187,46958
43586587,Silver,2024-03-08,4117,8033
43586588,None,2024-02-21,5801,36886
43586589,None,2022-06-12,4909,39203
43586590,Silver,2021-04-08,9633,1416
43586591,Gold,2021-07-09,1708,23787
43586592,Gold,2020-01-25,4948,39867
43586593,Silver,2020-01-27,7047,14534
43586594,None,2020-10-21,3144,28155
43586595,Gold,2023-12-15,1187,24719
43586596,None,2021-07-17,5983,10605
43586597,Silver,2024-03-27,9171,15104
43586598,None,2023-06-07,9759,27490
43586599,Gold,2022-04-16,727,42010
43586600,None,2023-05-14,367,38474
43586601,Silver,2020-04-02,8674,43861
43586602,Silver,2023-10-24,3895,9460
43586603,Silver,2020-08-16,9371,48726
43586604,Gold,2023-10-24,6111,13500
43586605,Silver,2023-09-27,5736,27724
43586606,Gold,2023-09-08,3808,20492
43586607,Gold,2023-02-27,4939,33026
43586608,Silver,2022-11-04,803,16900
43586609,Silver,2020-10-21,8346,16217
43586610,Silver,2021-09-26,5172,34959
43586611,None,2021-02-12,2441,713
43586612,Silver,2021-09-22,9997,39323
43586613,Silver,2021-07-08,2700,12726
43586614,Silver,2022-05-13,5925,27452
43586615,None,2023-10-06,9339,20420
43586616,Gold,2022-03-16,8244,43396
43586617,Gold,2022-06-20,741,17928
43586618,Silver,2022-04-04,175,10977
43586619,Silver,2021-08-29,1704,48399
43586620,Gold,2021-08-25,4948,38982
43586621,Gold,2022-07-05,4472,29436
43586622,Gold,2022-12-19,8800,28708
43586623,Silver,2024-05-13,69,21420
43586624,Gold,2020-06-06,7250,45886
43586625,None,2023-08-09,7312,43379
43586626,Silver,2020-06-22,5335,14731
43586627,Gold,2021-10-01,4725,47005
43586628,Silver,2023-01-01,6604,9039
43586629,None,2021-12-27,2055,13691
43586630,Silver,2020-01-30,4659,24127
43586631,Gold,2022-02-06,8596,13255
43586632,Silver,2020-04-20,5428,7656
43586633,None,2021-07-24,8419,33873
43586634,Silver,2022-08-31,9528,10206
43586635,None,2020-05-15,9712,40745
43586636,Gold,2023-05-02,2296,20638
43586637,Silver,2020-06-20,4301,26502
43586638,Silver,2023-01-06,1723,29404
43586639,Silver,2024-03-31,3342,40404
43586640,Silver,2022-11-30,2616,6588
43586641,None,2023-03-24,4778,28054
43586642,Gold,2021-06-13,9078,27847
43586643,Gold,2022-05-03,1449,17169
43586644,Gold,2021-04-08,5755,46723
43586645,None,2023-07-02,2083,25760
43586646,Gold,2022-04-12,9781,33796
43586647,Silver,2023-01-18,7791,32895
43586648,None,2022-01-22,9165,42082
43586649,Silver,2023-09-03,8650,31610
43586650,None,2021-10-24,1450,36234
43586651,Silver,2022-12-27,8346,15190
43586652,None,2020-02-01,9675,38212
43586653,Gold,2024-02-26,5383,12983
43586654,None,2021-07-24,7109,35296
43586655,Gold,2022-04-12,635,38200
43586656,Gold,2022-03-29,3998,2148
43586657,None,2021-06-09,2466,38586
43586658,Gold,2023-09-17,5032,9959
43586659,None,2021-08-14,4148,4482
43586660,Silver,2022-12-25,142,41815
43586661,None,2023-05-25,6317,11855
43586662,Silver,2023-08-17,8809,35981
43586663,Silver,2023-04-17,6219,13455
43586664,None,2023-11-14,7645,49787
43586665,Silver,2021-05-22,5608,13997
43586666,Silver,2021-05-05,8378,40263
43586667,Gold,2021-09-26,114,16572
43586668,Gold,2023-05-14,6841,22023
43586669,None,2021-09-16,2554,17678
43586670,Silver,2021-03-03,8552,45412
43586671,Silver,2022-08-16,8152,8345
43586672,Gold,2020-05-13,3972,27387
43586673,None,2021-04-16,1968,8480
43586674,Silver,2020-10-16,4781,21829
43586675,None,2021-10-11,8817,17724
43586676,Gold,2021-01-14,6189,32337
43586677,None,2020-04-06,9404,26451
43586678,None,2022-06-21,4679,15407
43586679,None,2022-12-17,4009,39926
43586680,Gold,2021-12-18,2215,46997
43586681,Gold,2022-11-04,3415,15153
43586682,None,2023-01-02,1536,28409
43586683,Silver,2022-04-30,2757,6711
43586684,Silver,2023-10-28,6527,47936
43586685,None,2020-04-20,4346,23669
43586686,None,2023-06-11,8780,38602
43586687,Gold,2021-12-02,4386,18323
43586688,None,2022-07-10,8497,22353
43586689,Gold,2022-05-15,5934,3531
43586690,Silver,2022-03-23,5104,48892
43586691,None,2023-06-14,4426,16225
43586692,Gold,2020-12-02,252,24439
43586693,Silver,2021-10-29,6382,26807
43586694,None,2021-02-06,7896,1818
43586695,None,2020-03-26,3362,23414
43586696,Silver,2024-02-01,4878,36252
43586697,Gold,2024-03-30,1983,18002
43586698,Gold,2020-01-30,9710,3223
43586699,Gold,2020-04-08,5010,8950
43586700,Silver,2023-05-20,3636,25884
43586701,None,2023-04-17,9461,12343
43586702,None,2022-05-24,3793,46524
43586703,None,2022-07-03,1912,37848
43586704,Gold,2024-03-10,1623,41703
43586705,None,2022-12-13,7439,30732
43586706,Silver,2022-09-25,3591,24195
43586707,None,2021-01-26,8117,11783
43586708,Gold,2023-03-23,3812,11863
43586709,Gold,2023-12-15,2674,4306
43586710,Silver,2021-10-08,1343,11564
43586711,Gold,2021-02-17,1061,608
43586712,Gold,2022-12-12,2499,17582
43586713,None,2023-02-07,3379,28778
43586714,None,2024-04-15,2028,17995
43586715,Gold,2022-03-03,5388,46394
43586716,Gold,2023-03-08,8277,21531
43586717,Gold,2021-05-31,9566,27593
43586718,Silver,2022-04-14,2681,5740
43586719,Silver,2022-04-27,6640,1368
43586720,Gold,2024-04-13,4934,5024
43586721,Gold,2022-11-23,6607,12952
43586722,Gold,2023-01-27,8899,26393
43586723,None,2023-05-11,5127,27381
43586724,Silver,2023-01-21,8793,42524
43586725,None,2020-10-15,6143,1691
43586726,Gold,2022-11-16,4923,19082
43586727,Gold,2023-12-28,7088,46814
43586728,Gold,2022-08-20,8043,38440
43586729,Gold,2022-08-12,6572,14603
43586730,Silver,2023-05-22,5757,39847
43586731,Gold,2023-12-29,8825,5828
43586732,Silver,2021-07-18,2364,28131
43586733,Silver,2021-09-09,2259,18354
43586734,Gold,2020-10-26,7018,24004
43586735,None,2023-06-23,5501,33595
43586736,Gold,2021-12-25,7176,24300
43586737,None,2022-05-29,8815,39532
43586738,None,2022-07-10,5681,14168
43586739,Gold,2023-05-16,9343,15548
43586740,Gold,2020-11-07,5371,44811
43586741,None,2021-05-22,6361,3115
43586742,Silver,2023-01-16,4425,32536
43586743,Gold,2021-03-14,8591,19217
43586744,None,2021-06-26,8816,24599
43586745,Silver,2022-09-07,2527,8728
43586746,None,2020-03-01,9935,38000
43586747,None,2023-06-10,9086,20740
43586748,Silver,2022-03-31,1890,29182
43586749,None,2022-11-16,2935,1483
43586750,Gold,2021-07-13,5009,42466
43586751,Gold,2022-10-23,8656,15406
43586752,Silver,2020-01-25,9823,33508
43586753,Gold,2023-10-31,8745,44346
43586754,Gold,2023-11-26,5477,39386
43586755,Gold,2024-04-14,1319,10817
43586756,Gold,2022-01-05,6699,32760
43586757,None,2021-08-15,8556,4742
43586758,Silver,2021-01-27,7618,38505
43586759,None,2022-06-24,8034,11975
43586760,None,2022-08-15,5536,42405
43586761,Silver,2023-02-28,4490,16099
43586762,Gold,2020-05-05,4990,34632
43586763,None,2022-11-19,2379,35563
43586764,None,2020-11-17,130,12103
43586765,None,2022-06-07,6794,48228
43586766,None,2023-03-03,8583,29173
43586767,Gold,2020-08-26,9142,32745
43586768,Silver,2021-10-11,3490,34972
43586769,Silver,2021-01-31,5391,23208
43586770,None,2023-08-14,2448,24345
43586771,Gold,2022-09-01,4571,44214
43586772,Gold,2022-09-21,9645,16911
43586773,Silver,2022-04-28,8576,31223
43586774,Gold,2020-09-24,3185,12314
43586775,Gold,2021-06-30,3837,35385
43586776,Gold,2021-02-28,5008,10913
43586777,None,2024-02-11,8127,47750
43586778,None,2021-04-30,5669,27063
43586779,Silver,2020-11-28,4977,48390
43586780,None,2021-02-28,8091,3919
43586781,None,2021-05-19,9408,9127
43586782,Gold,2020-06-17,4715,43636
43586783,Silver,2021-11-26,2430,35674
43586784,Silver,2023-07-21,6903,47145
43586785,Silver,2021-02-24,127,35257
43586786,None,2022-02-06,2151,14109
43586787,None,2021-12-14,2448,632
43586788,Silver,2021-05-04,2235,37479
43586789,Gold,2022-10-11,8776,7168
43586790,Gold,2021-10-08,699,20017
43586791,None,2023-01-26,9427,38369
43586792,Gold,2023-09-08,9892,24389
43586793,Silver,2021-07-26,7964,44258
43586794,Silver,2021-02-28,834,20570
43586795,None,2020-02-12,4695,33272
43586796,Silver,2023-05-03,662,346
43586797,Gold,2021-02-22,2933,18284
43586798,None,2024-03-06,7530,36153
43586799,None,2020-05-27,491,25921
43586800,None,2022-12-07,3107,16282
43586801,Silver,2022-03-10,8233,32168
43586802,Gold,2020-09-28,549,5612
43586803,Gold,2021-06-09,2026,8134
43586804,Gold,2023-01-20,5241,31444
43586805,Silver,2023-08-05,1429,9637
43586806,Silver,2024-02-19,5101,3739
43586807,Gold,2022-12-11,5498,41071
43586808,Gold,2022-07-06,7019,25463
43586809,Silver,2023-10-14,6070,35950
43586810,Silver,2021-01-06,9978,17819
43586811,None,2021-08-29,1812,27098
43586812,Silver,2021-06-19,8031,10430
43586813,None,2022-07-07,1276,44562
43586814,Silver,2020-04-02,670,20073
43586815,Gold,2023-11-18,6049,44192
43586816,Gold,2022-01-12,5970,4699
43586817,Silver,2022-01-13,1057,22683
43586818,Gold,2023-08-02,9399,29291
43586819,None,2022-06-02,444,3706
43586820,Gold,2021-03-27,135,35166
43586821,None,2024-02-06,6360,39252
43586822,Silver,2021-07-02,346,14384
43586823,None,2021-02-02,4751,48098
43586824,Silver,2021-06-13,2164,34090
43586825,Gold,2020-11-20,6954,14835
43586826,Silver,2022-09-07,3849,20044
43586827,Gold,2020-06-25,9473,43344
43586828,None,2023-03-19,4699,36335
43586829,Gold,2020-08-16,1052,25726
43586830,Gold,2024-01-26,8655,41900
43586831,Gold,2023-12-08,7694,8877
43586832,None,2020-09-22,3961,35504
43586833,None,2021-08-29,8339,39960
43586834,Gold,2022-08-12,1675,37459
43586835,Silver,2024-04-08,6570,8555
43586836,Gold,2022-02-25,9195,32419
43586837,None,2021-12-09,2301,41911
43586838,Silver,2021-07-09,932,21139
43586839,None,2022-01-11,6303,20980
43586840,Silver,2023-12-03,360,39442
43586841,Silver,2021-09-11,9630,14537
43586842,Gold,2024-02-07,8019,19321
43586843,None,2020-05-08,3740,263
43586844,Silver,2021-05-13,9168,24468
43586845,None,2022-02-20,4179,4521
43586846,Gold,2021-11-24,9906,7086
43586847,Silver,2020-02-12,4698,23268
43586848,None,2020-12-30,7498,19287
43586849,Silver,2024-03-08,8909,4547
43586850,None,2022-05-06,9894,37168
43586851,Gold,2021-01-15,7512,21164
43586852,Gold,2020-09-11,3991,42901
43586853,None,2023-08-15,230,11140
43586854,Gold,2021-11-11,7333,7382
43586855,Silver,2020-08-30,7195,22864
43586856,Gold,2022-03-10,8744,32717
43586857,None,2022-11-09,6428,13242
43586858,Gold,2020-11-03,8203,37067
43586859,Silver,2022-06-24,2086,32303
43586860,None,2024-03-03,3315,29479
43586861,Silver,2022-04-06,9088,44375
43586862,Gold,2024-01-08,8103,28415
43586863,None,2021-08-23,3661,46877
43586864,Gold,2021-06-21,8986,41516
43586865,Silver,2022-04-24,359,961
43586866,Gold,2023-09-24,765,907
43586867,None,2022-08-31,5719,2126
43586868,Silver,2022-10-20,3656,41446
43586869,None,2021-05-01,509,23534
43586870,Silver,2021-01-24,6240,41518
43586871,None,2021-04-11,3598,7367
43586872,None,2020-03-21,7240,22680
43586873,None,2024-04-02,5352,13573
43586874,Gold,2024-01-18,3543,41760
43586875,Silver,2022-05-09,5034,42503
43586876,Silver,2021-10-08,7238,49852
43586877,Silver,2023-04-21,7111,22963
43586878,Silver,2023-10-20,9553,16705
43586879,Silver,2022-07-12,1343,4333
43586880,Gold,2024-03-13,4322,28476
43586881,None,2021-09-13,2656,41062
43586882,Gold,2020-03-25,4934,19992
43586883,None,2022-08-04,1817,46812
43586884,Silver,2020-06-16,966,29785
43586885,Silver,2022-08-24,9253,34017
43586886,Silver,2021-12-29,5797,11593
43586887,Silver,2024-05-12,8190,37721
43586888,None,2021-05-09,6791,40972
43586889,Gold,2023-08-24,7584,42636
43586890,None,2021-03-02,8120,39478
43586891,Gold,2020-06-23,5766,43695
43586892,None,2022-01-11,8627,17597
43586893,None,2021-07-04,6975,3578
43586894,None,2020-08-16,8784,36717
43586895,Gold,2021-02-02,1948,16126
43586896,Gold,2021-07-25,8311,26938
43586897,None,2021-07-05,173,33014
43586898,Silver,2020-06-29,4410,7841
43586899,Gold,2022-01-17,2802,47046
43586900,Silver,2023-06-05,1694,34862
43586901,Silver,2022-03-11,7061,48883
43586902,None,2021-08-17,2331,23678
43586903,Silver,2022-04-30,9141,10927
43586904,None,2020-09-10,7273,46273
43586905,Gold,2022-12-30,6368,18229
43586906,Silver,2020-06-18,5781,35988
43586907,Silver,2021-04-26,9343,29985
43586908,Gold,2021-05-19,5932,10115
43586909,None,2020-04-24,3959,6968
43586910,None,2020-03-22,8912,36300
43586911,Gold,2021-03-09,9185,37924
43586912,None,2021-02-20,617,34604
43586913,Silver,2022-07-13,4018,5054
43586914,Gold,2022-04-18,521,1442
43586915,Silver,2024-01-25,6418,24272
43586916,Silver,2023-05-15,2926,10329
43586917,Gold,2020-09-23,5697,42229
43586918,Gold,2023-10-23,1053,49326
43586919,None,2022-01-28,2967,23326
43586920,None,2024-04-05,4701,31732
43586921,None,2022-08-17,3346,38282
43586922,None,2022-08-14,4267,11084
43586923,None,2020-03-30,4783,824
43586924,None,2023-05-26,126,35297
43586925,Gold,2023-11-14,6204,20812
43586926,None,2022-12-16,610,20600
43586927,Silver,2023-06-18,913,42137
43586928,Silver,2022-05-08,7580,21365
43586929,None,2022-08-04,62,45830
43586930,Gold,2022-04-30,1448,28051
43586931,None,2020-11-05,5457,48354
43586932,Silver,2022-09-03,467,3626
43586933,None,2020-10-11,6644,48633
43586934,Silver,2023-05-31,176,24652
43586935,Silver,2020-08-16,1311,28616
43586936,None,2020-10-02,676,30008
43586937,Gold,2023-02-25,2841,24036
43586938,Silver,2021-12-12,76,37709
43586939,Silver,2023-03-29,3406,43949
43586940,None,2024-03-21,3771,13720
43586941,Gold,2022-08-25,1417,13158
43586942,Gold,2020-11-08,1013,6010
43586943,None,2020-08-25,9576,14481
43586944,None,2020-03-11,6795,8514
43586945,None,2024-03-03,7196,6404
43586946,Gold,2023-10-02,755,49316
43586947,None,2020-02-08,2347,15195
43586948,None,2024-02-28,772,43799
43586949,Silver,2022-12-30,1270,24981
43586950,Silver,2020-03-05,6385,36023
43586951,Gold,2024-01-13,7643,6628
43586952,None,2023-06-22,4712,744
43586953,None,2024-03-19,7083,33296
43586954,Silver,2022-05-06,4596,46619
43586955,Silver,2023-06-27,3485,14508
43586956,None,2022-08-21,4902,27400
43586957,Gold,2020-08-31,9527,31636
43586958,Silver,2021-09-29,4005,36711
43586959,None,2020-11-03,8946,12106
43586960,Silver,2022-10-23,721,5899
43586961,None,2020-02-02,5092,23527
43586962,Silver,2024-02-29,999,25982
43586963,Gold,2021-08-18,4888,20655
43586964,Silver,2023-07-16,1040,19163
43586965,Gold,2023-08-31,5330,2694
43586966,Silver,2022-09-15,7010,27882
